,Unnamed: 0,pharma_company,brand_name_en,generic_name_en,substance_name_en,atc_code_raw,anatomical_desc,therapeutic_desc,pharmacological_desc,subpharmacological_desc,chemical_desc,preprocessed_index
114,114,actoverco,"actoferon   injection, powder, for solution parenteral 9600000 [iu]  ug","interferon beta-1b injection, powder, for solution parenteral 9600000 [iu]",interferon beta-1b,l03ab08,antineoplastic and immunomodulating agents,immunostimulants,immunostimulants,interferons,interferon beta-1b,114
115,115,merck sante,adancor   tablet oral 10 mg,nicorandil tablet oral 10 mg,nicorandil,c01dx16,cardiovascular system,cardiac therapy,vasodilators used in cardiac diseases,other vasodilators used in cardiac diseases,nicorandil,115
116,116,baxter oncology,"cetrotide   injection, powder, for solution parenteral 250 ug  ug","cetrorelix injection, powder, for solution parenteral 250 ug",cetrorelix,h01cc02,"systemic hormonal preparations, excl. sex hormones and insulins",pituitary and hypothalamic hormones and analogues,hypothalamic hormones,anti-gonadotropin-releasing hormones,cetrorelix,116
117,117,actoverco,"actolukast   tablet, chewable oral 5 mg","montelukast tablet, chewable oral 5 mg",montelukast,r03dc03,respiratory system,drugs for obstructive airway diseases,other systemic drugs for obstructive airway diseases,leukotriene receptor antagonists,montelukast,117
118,118,ati pharmed pharmaceutical company,drosbela   tablet oral 3 mg/0.02 mg,drospirenone / ethinyl estradiol tablet oral 3 mg/0.02 mg,drospirenone / ethinyl estradiol,g03fa17,genito urinary system and sex hormones,sex hormones and modulators of the genital system,progestogens and estrogens in combination,"progestogens and estrogens, fixed combinations",drospirenone and estrogen,118
119,119,merck serono s.p.a.,gonal-f   injection parenteral 600 [iu]/1ml 0.75 [iu],follitropin alfa injection parenteral 600 [iu]/1ml 0.75 ml,follitropin alfa,g03ga05,genito urinary system and sex hormones,sex hormones and modulators of the genital system,gonadotropins and other ovulation stimulants,gonadotropins,follitropin alfa,119
120,120,alhavi,"parakid   suspension, drops oral 100 mg/1ml 15 ml","acetaminophen suspension, drops oral 100 mg/1ml 15 ml",acetaminophen,n02be01,nervous system,analgesics,other analgesics and antipyretics,anilides,paracetamol,120
121,121,alhavi,"parakid   suspension, drops oral 100 mg/1ml 15 ml","acetaminophen suspension, drops oral 100 mg/1ml 15 ml",acetaminophen,n02be01,nervous system,analgesics,other analgesics and antipyretics,anilides,paracetamol,121
122,122,alhavi,"parakid   suspension, drops oral 100 mg/1ml 15 ml","acetaminophen suspension, drops oral 100 mg/1ml 15 ml",acetaminophen,n02be01,nervous system,analgesics,other analgesics and antipyretics,anilides,paracetamol,122
123,123,ati pharmed pharmaceutical company,levitude   tablet oral 30 ug/0.15 mg,contraceptive ld tablet oral 30 ug/0.15 mg,contraceptive ld,g03fa04,genito urinary system and sex hormones,sex hormones and modulators of the genital system,progestogens and estrogens in combination,"progestogens and estrogens, fixed combinations",progesterone and estrogen,123
124,124,actoverco,actover valosap   tablet oral 5 mg/160 mg,amlodipine (as besilate) / valsartan tablet oral 5 mg/160 mg,amlodipine (as besilate) / valsartan,c09db01,cardiovascular system,agents acting on the renin-angiotensin system,"angiotensin ii receptor blockers (arbs), combinations",angiotensin ii receptor blockers (arbs) and calcium channel blockers,valsartan and amlodipine,124
125,125,actoverco,zoliver   tablet oral 5 mg,zolpidem tablet oral 5 mg,zolpidem,n05cf02,nervous system,psycholeptics,hypnotics and sedatives,benzodiazepine related drugs,zolpidem,125
126,126,actoverco,xovyx   tablet oral 600 mg,linezolid tablet oral 600 mg,linezolid,j01xx08,antiinfectives for systemic use,antibacterials for systemic use,other antibacterials,other antibacterials,linezolid,126
127,127,actoverco,xovyx   tablet oral 600 mg,linezolid tablet oral 600 mg,linezolid,j01xx08,antiinfectives for systemic use,antibacterials for systemic use,other antibacterials,other antibacterials,linezolid,127
128,128,actoverco,"nopyro   injection, solution, concentrate intravenous 150 mg/1ml 6.7 mg","acetaminophen injection, solution, concentrate intravenous 150 mg/1ml 6.7 ml",acetaminophen,n02be01,nervous system,analgesics,other analgesics and antipyretics,anilides,paracetamol,128
129,129,actoverco,"nopyro   injection, solution, concentrate intravenous 150 mg/1ml 6.7 mg","acetaminophen injection, solution, concentrate intravenous 150 mg/1ml 6.7 ml",acetaminophen,n02be01,nervous system,analgesics,other analgesics and antipyretics,anilides,paracetamol,129
130,130,actoverco,"nopyro   injection, solution, concentrate intravenous 150 mg/1ml 6.7 mg","acetaminophen injection, solution, concentrate intravenous 150 mg/1ml 6.7 ml",acetaminophen,n02be01,nervous system,analgesics,other analgesics and antipyretics,anilides,paracetamol,130
131,131,actoverco,emit   capsule oral 125 mg,aprepitant capsule oral 125 mg,aprepitant,a04ad12,alimentary tract and metabolism,antiemetics and antinauseants,antiemetics and antinauseants,other antiemetics,aprepitant,131
132,132,actoverco,emit   capsule oral 125 mg,aprepitant capsule oral 125 mg,aprepitant,a04ad12,alimentary tract and metabolism,antiemetics and antinauseants,antiemetics and antinauseants,other antiemetics,aprepitant,132
133,133,actoverco,lyriver   capsule oral 50 mg,pregabalin capsule oral 50 mg,pregabalin,n03ax16,nervous system,antiepileptics,antiepileptics,other antiepileptics,pregabalin,133
134,134,merck serono s.p.a.,ovitrelle   injection parenteral 500 ug/1ml 0.5 ug,choriogonadotropin alfa injection parenteral 500 ug/1ml 0.5 ml,choriogonadotropin alfa,,nervous system,,,,,134
135,135,actero middleeast,rinteca   injection parenteral 20 mg/1ml 5 ml,irinotecan hydrochloride injection parenteral 20 mg/1ml 5 ml,irinotecan hydrochloride,l01xx19,antineoplastic and immunomodulating agents,antineoplastic agents,other antineoplastic agents,other antineoplastic agents,,135
136,136,actoverco,eprinsa   tablet oral 25 mg,eplerenone tablet oral 25 mg,eplerenone,c03da04,cardiovascular system,diuretics,potassium-sparing agents,aldosterone antagonists,eplerenone,136
137,137,alhavi,diphenhydramine-alhavi   solution oral 12.5 mg/5ml 60 ml,diphenhydramine hydrochloride solution oral 12.5 mg/5ml 60 ml,diphenhydramine hydrochloride,r06aa02,respiratory system,antihistamines for systemic use,antihistamines for systemic use,aminoalkyl ethers,diphenhydramine,137
138,138,alhavi,diphenhydramine-alhavi   solution oral 12.5 mg/5ml 60 ml,diphenhydramine hydrochloride solution oral 12.5 mg/5ml 60 ml,diphenhydramine hydrochloride,r06aa02,respiratory system,antihistamines for systemic use,antihistamines for systemic use,aminoalkyl ethers,diphenhydramine,138
139,139,alhavi,diphenhydramine-alhavi   solution oral 12.5 mg/5ml 60 ml,diphenhydramine hydrochloride solution oral 12.5 mg/5ml 60 ml,diphenhydramine hydrochloride,r06aa02,respiratory system,antihistamines for systemic use,antihistamines for systemic use,aminoalkyl ethers,diphenhydramine,139
140,140,alhavi,diphenhydramine-alhavi   solution oral 12.5 mg/5ml 60 ml,diphenhydramine hydrochloride solution oral 12.5 mg/5ml 60 ml,diphenhydramine hydrochloride,r06aa02,respiratory system,antihistamines for systemic use,antihistamines for systemic use,aminoalkyl ethers,diphenhydramine,140
141,141,pursina pharmaceutical co.,vitamin b1   tablet oral 300 mg,vitamin b1 (thiamine) tablet oral 300 mg,vitamin b1 (thiamine),a11da01,alimentary tract and metabolism,vitamins,"vitamin b1, plain and in combination with vitamin b6 and b12","vitamin b1, plain",thiamine (vit b1),141
142,142,pursina pharmaceutical co.,vitamin b1   tablet oral 300 mg,vitamin b1 (thiamine) tablet oral 300 mg,vitamin b1 (thiamine),a11da01,alimentary tract and metabolism,vitamins,"vitamin b1, plain and in combination with vitamin b6 and b12","vitamin b1, plain",thiamine (vit b1),142
143,143,actoverco,empaver plus   tablet oral 12.5 mg/1000 mg,empagliflozin / metformin hydrochloride tablet oral 12.5 mg/1000 mg,empagliflozin / metformin hydrochloride,a10bd,alimentary tract and metabolism,drugs used in diabetes,"blood glucose lowering drugs, excl. insulins",combinations of oral blood glucose lowering drugs,,143
144,144,ati pharmed pharmaceutical company,femati   tablet oral 2.5 mg,letrozole tablet oral 2.5 mg,letrozole,l02bg04,antineoplastic and immunomodulating agents,endocrine therapy,hormone antagonists and related agents,aromatase inhibitors,letrozole,144
145,145,merck kgaa,euthyrox   tablet oral 50 ug,levothyroxine sodium tablet oral 50 ug,levothyroxine sodium,h03aa01,"systemic hormonal preparations, excl. sex hormones and insulins",thyroid therapy,thyroid preparations,thyroid hormones,levothyroxine sodium,145
146,146,merck kgaa,euthyrox   tablet oral 50 ug,levothyroxine sodium tablet oral 50 ug,levothyroxine sodium,h03aa01,"systemic hormonal preparations, excl. sex hormones and insulins",thyroid therapy,thyroid preparations,thyroid hormones,levothyroxine sodium,146
147,147,alhavi,diphenhydramine compound-alhavi   syrup oral 12.5 mg/125 mg/5ml 60 ml,diphenhydramine / ammonium chloride syrup oral 12.5 mg/125 mg/5ml 60 ml,diphenhydramine / ammonium chloride,r06aa52,respiratory system,antihistamines for systemic use,antihistamines for systemic use,aminoalkyl ethers,"diphenhydramine, combinations",147
148,148,ati pharmed pharmaceutical company,finoscar   tablet oral 1 mg,finasteride tablet oral 1 mg,finasteride,g04cb01,genito urinary system and sex hormones,urologicals,drugs used in benign prostatic hypertrophy,testosterone-5-alpha reductase inhibitors,finasteride,148
149,149,actoverco,amlober   tablet oral 5 mg,amlodipine (as besilate) tablet oral 5 mg,amlodipine (as besilate),c08ca01,cardiovascular system,calcium channel blockers,selective calcium channel blockers with mainly vascular effects,dihydropyridine derivatives,amlodipine,149
150,150,actoverco,coryol   tablet oral 6.25 mg,carvedilol tablet oral 6.25 mg,carvedilol,c07ag02,cardiovascular system,beta blocking agents,beta blocking agents,alpha and beta blocking agents,carvedilol,150
151,151,actero middleeast,lipaxol   injection parenteral 6 mg/1ml 25 mg,paclitaxel injection parenteral 6 mg/1ml 25 ml,paclitaxel,l01cd01,antineoplastic and immunomodulating agents,antineoplastic agents,plant alkaloids and other natural products,taxanes,paclitaxel,151
152,152,actoverco,"emozul   capsule, delayed release oral 20 mg","esomeprazole capsule, delayed release oral 20 mg",esomeprazole,a02bc05,alimentary tract and metabolism,drugs for acid related disorders,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),proton pump inhibitors,esomeprazole,152
153,153,actoverco,"emozul   capsule, delayed release oral 20 mg","esomeprazole capsule, delayed release oral 20 mg",esomeprazole,a02bc05,alimentary tract and metabolism,drugs for acid related disorders,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),proton pump inhibitors,esomeprazole,153
154,154,actoverco,lyriver   capsule oral 100 mg,pregabalin capsule oral 100 mg,pregabalin,n03ax16,nervous system,antiepileptics,antiepileptics,other antiepileptics,pregabalin,154
155,155,actero middleeast,abiraterone acte   tablet oral 500 mg,abiraterone acetate tablet oral 500 mg,abiraterone acetate,l02bx03,antineoplastic and immunomodulating agents,endocrine therapy,hormone antagonists and related agents,other hormone antagonists and related agents,abiraterone,155
156,156,fareva (ex pierre fabre medicament),"cetrotide   injection, powder, for solution parenteral 250 ug  ug","cetrorelix injection, powder, for solution parenteral 250 ug",cetrorelix,h01cc02,"systemic hormonal preparations, excl. sex hormones and insulins",pituitary and hypothalamic hormones and analogues,hypothalamic hormones,anti-gonadotropin-releasing hormones,cetrorelix,156
157,157,actoverco,empaver   tablet oral 25 mg,empagliflozin tablet oral 25 mg,empagliflozin,a10bx12,alimentary tract and metabolism,drugs used in diabetes,"blood glucose lowering drugs, excl. insulins","other blood glucose lowering drugs, excl. insulins",,157
158,158,actoverco,eleppra   tablet oral 500 mg,levetiracetam tablet oral 500 mg,levetiracetam,n03ax14,nervous system,antiepileptics,antiepileptics,other antiepileptics,levetiracetam,158
159,159,actoverco,eleppra   tablet oral 500 mg,levetiracetam tablet oral 500 mg,levetiracetam,n03ax14,nervous system,antiepileptics,antiepileptics,other antiepileptics,levetiracetam,159
160,160,actoverco,xigut   tablet oral 200 mg,rifaximin tablet oral 200 mg,rifaximin,a07aa11,alimentary tract and metabolism,"antidiarrheals, intestinal antiinflammatory/antiinfective agents",intestinal antiinfectives,antibiotics,rifaximin,160
161,161,ati pharmed pharmaceutical company,desoleste   tablet oral 0.15 mg/30 ug,contraceptive de tablet oral 0.15 mg/30 ug,contraceptive de,g03aa09,genito urinary system and sex hormones,sex hormones and modulators of the genital system,hormonal contraceptives for systemic use,"progestogens and estrogens, fixed combinations",desogestrel and ethinylestradiol,161
162,162,actoverco,tizanover   tablet oral 4 mg,tizanidine tablet oral 4 mg,tizanidine,m03bx02,musculo-skeletal system,muscle relaxants,"muscle relaxants, centrally acting agents",other centrally acting agents,tizanidine,162
163,163,actero middleeast,lipaxol   injection parenteral 6 mg/1ml 50 mg,paclitaxel injection parenteral 6 mg/1ml 50 ml,paclitaxel,l01cd01,antineoplastic and immunomodulating agents,antineoplastic agents,plant alkaloids and other natural products,taxanes,paclitaxel,163
164,164,actoverco,empaver plus   tablet oral 5 mg/1000 mg,empagliflozin / metformin hydrochloride tablet oral 5 mg/1000 mg,empagliflozin / metformin hydrochloride,a10bd,alimentary tract and metabolism,drugs used in diabetes,"blood glucose lowering drugs, excl. insulins",combinations of oral blood glucose lowering drugs,,164
165,165,actoverco,atorexin   tablet oral 20 mg,atorvastatin (as calcium) tablet oral 20 mg,atorvastatin (as calcium),c10aa05,cardiovascular system,lipid modifying agents,"lipid modifying agents, plain",hmg coa reductase inhibitors,atorvastatin,165
166,166,actoverco,rosurexin   tablet oral 5 mg,rosuvastatin (as calcium) tablet oral 5 mg,rosuvastatin (as calcium),c10aa07,cardiovascular system,lipid modifying agents,"lipid modifying agents, plain",hmg coa reductase inhibitors,rosuvastatin,166
167,167,actero middleeast,temozolomide acte   capsule oral 100 mg,temozolomide capsule oral 100 mg,temozolomide,l01ax03,antineoplastic and immunomodulating agents,antineoplastic agents,alkylating agents,other alkylating agents,temozolomide,167
168,168,actero middleeast,"pemaxa   injection, powder, lyophilized, for solution parenteral 500 mg  mg","pemetrexed injection, powder, lyophilized, for solution parenteral 500 mg",pemetrexed,l01ba04,antineoplastic and immunomodulating agents,antineoplastic agents,antimetabolites,folic acid analogues,pemetrexed,168
169,169,actoverco,actover lacsa   tablet oral 100 mg,lacosamide tablet oral 100 mg,lacosamide,n03ax18,nervous system,antiepileptics,antiepileptics,other antiepileptics,lacosamide,169
170,170,actoverco,actover lacsa   tablet oral 100 mg,lacosamide tablet oral 100 mg,lacosamide,n03ax18,nervous system,antiepileptics,antiepileptics,other antiepileptics,lacosamide,170
171,171,merck serono s.p.a.,gonal-f   injection parenteral 600 [iu]/1ml 0.5 [iu],follitropin alfa injection parenteral 600 [iu]/1ml 0.5 ml,follitropin alfa,g03ga05,genito urinary system and sex hormones,sex hormones and modulators of the genital system,gonadotropins and other ovulation stimulants,gonadotropins,follitropin alfa,171
